0.01562356948852539,696719.4497773628,6084525.209112618,696725.945937213,6084529.595040826,696762.0938367161,6084520.935304747,696780.3804627537,6084519.46962003,697026.069776766,6084511.180668546
0.26574158668518066,696719.4497773628,6084525.209112618,696725.945937213,6084529.595040826,696762.0938367161,6084520.935304747,696780.371375938,6084519.46981893,697026.0967941035,6084511.16897817
0.5312981605529785,696719.4588641817,6084525.208913781,696725.9368503871,6084529.59523967,696762.0938367161,6084520.935304747,696780.371375938,6084519.46981893,697026.1331413786,6084511.168181576
0.7813584804534912,696719.4588641817,6084525.208913781,696725.9368503871,6084529.59523967,696762.0938367161,6084520.935304747,696780.3804627537,6084519.46962003,697026.1604018332,6084511.167584131
1.046903133392334,696719.494968724,6084525.197025506,696725.9552667773,6084529.605934903,696762.1301839818,6084520.934509222,696780.407723201,6084519.469023332,697026.2068083861,6084511.210960112
1.312394380569458,696719.494968724,6084525.197025506,696725.9552667773,6084529.605934903,696762.1301839818,6084520.934509222,696780.453157282,6084519.468028832,697026.2723610336,6084511.298309513
1.577993392944336,696719.5853514415,6084525.172851283,696726.0279613708,6084529.60434415,696762.211965332,6084520.932719292,696780.571285889,6084519.465443136,697026.3663897152,6084511.440526123
1.8433196544647217,696719.6487164379,6084525.160366496,696726.0731527456,6084529.592257007,696762.2664862329,6084520.931526005,696780.6528244218,6084519.452560114,697026.470234564,6084511.615822374
2.109152317047119,696719.7302550739,6084525.1474840315,696726.1365177676,6084529.5797721725,696762.3298511592,6084520.919040913,696780.7346057658,6084519.450770014,697026.5841386967,6084511.835291197
2.3747613430023193,696719.8120364456,6084525.145694489,696726.2092123585,6084529.578181418,696762.4113897206,6084520.906158058,696780.934758526,6084519.457487136,697026.7171889346,6084512.098733441
2.640267848968506,696719.902904636,6084525.1437061075,696726.2907510295,6084529.565298896,696762.4931710706,6084520.904368125,696781.0528871333,6084519.454901433,697026.8600553459,6084512.395255325
2.891730785369873,696720.0119464665,6084525.141320048,696726.3816192676,6084529.563310451,696762.5749524205,6084520.902578192,696781.1801025586,6084519.4521168275,697027.0124948197,6084512.7137639215
3.1419448852539062,696720.129832375,6084525.127642227,696726.4813315831,6084529.550030237,696762.6749074011,6084520.900390495,696781.3164047974,6084519.44913332,697027.3657252885,6084513.482900522
3.4074289798736572,696720.2570478406,6084525.124858487,696726.7269185703,6084529.5557543505,696762.7839492003,6084520.898003913,696781.6162697247,6084519.442569596,697027.3657252885,6084513.482900522
3.6730170249938965,696720.3933501252,6084525.121875908,696726.8632209264,6084529.552771675,696762.9020778161,6084520.895418449,696781.7891620393,6084519.449883401,697027.7761510282,6084514.372864445
3.9386332035064697,696720.702544709,6084525.126208307,696727.1635716006,6084529.568395628,696763.1746823133,6084520.889451988,696782.152877491,6084519.453020275,697027.9958450678,6084514.85637293
4.204165458679199,696720.8751942714,6084525.122430364,696727.3362212538,6084529.564617565,696763.3291581972,6084520.886070991,696782.3527874458,6084519.448644442,697028.2157822461,6084515.350974344
4.469616413116455,696721.0569306528,6084525.118453577,696727.5179577285,6084529.560640652,696763.4927208974,6084520.882491106,696782.7884689863,6084519.416911306,697028.435962566,6084515.856668682
4.735297441482544,696721.2479965908,6084525.125370871,696727.9177779771,6084529.55189143,696763.6565263857,6084520.890004143,696783.0247261995,6084519.4117398495,697028.665715965,6084516.384349724
5.0008385181427,696721.448149348,6084525.132089319,696728.1449485702,6084529.546920274,696763.8382627192,6084520.886026489,696783.2700702331,6084519.406369483,697028.8957125061,6084516.923123693
5.266161680221558,696721.6662330057,6084525.127317161,696728.3812059916,6084529.541750265,696764.228995836,6084520.877474518,696783.5335878963,6084519.400601305,697029.135525249,6084517.494977297
5.5163469314575195,696721.8934034824,6084525.122346158,696728.6174634108,6084529.536580251,696764.4470794356,6084520.872701317,696784.0876408597,6084519.3773752935,697029.606550233,6084518.6610695
5.781629323959351,696722.3747621537,6084525.100714691,696729.1354123703,6084529.525245965,696764.6742498518,6084520.867729228,696784.3784189704,6084519.37101038,697029.8473355359,6084519.27729481
6.031845331192017,696722.3747621537,6084525.100714691,696729.4080170847,6084529.51928054,696764.9102642928,6084520.851465327,696784.6780410833,6084519.353353629,697030.0878777519,6084519.882427181
6.2974348068237305,696722.9020404003,6084525.100274835,696729.9898165611,6084529.517647194,696765.4193688189,6084520.851420734,696784.9867500092,6084519.335497966,697030.3195762861,6084520.498851633
6.562973499298096,696723.1837317911,6084525.0941107515,696730.2987685734,6084529.510886348,696765.6919733181,6084520.845454197,696785.304788572,6084519.32853631,697030.7920602688,6084521.731501364
6.8283116817474365,696723.4745100033,6084525.087747817,696730.607720586,6084529.504125493,696765.9736646363,6084520.839288767,696785.6225843152,6084519.310481719,697031.023758889,6084522.347925799
7.078466892242432,696723.7743750346,6084525.081186031,696730.9348462438,6084529.496966927,696766.2644427689,6084520.832924442,696785.9587965076,6084519.30312223,697031.2647874879,6084522.975244006
7.343799352645874,696724.0742400662,6084525.074624235,696731.2622146561,6084529.5009012725,696766.555220904,6084520.826560108,696786.3038526976,6084519.284470899,697031.7564178519,6084524.251867108
7.593964338302612,696724.4013655524,6084525.067465901,696731.598427141,6084529.4935438335,696766.863929878,6084520.80870507,696786.649151708,6084519.276912479,697032.0070196143,6084524.901172005
7.859516143798828,696724.7284910437,6084525.060307555,696731.9437264521,6084529.485987533,696767.5000070477,6084520.794783034,696787.3670101729,6084519.261198878,697032.2487776999,6084525.561768981
